package	version	architecture	source	package_url	size	sha256	requested_by
libselinux1	3.5-2ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libselinux/libselinux1_3.5-2ubuntu2.1_amd64.deb	79660	6abaa6c26f46ef17764c4a753e0e84de1cdadde5634fd2987621fdc617988d19	apt-closure
libsemanage-common	3.5-1build5	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsemanage/libsemanage-common_3.5-1build5_all.deb	10144	e10cd93f0b6941566de04b860b723df57ca3fe4a9255a73b2be0d1dc7df2850e	apt-closure
libsemanage2	3.5-1build5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsemanage/libsemanage2_3.5-1build5_amd64.deb	93178	56102dcbd410416d03c5ffb80958f54ac63936f4d9eb3f6a98964e680a82ce37	apt-closure
libsepol2	3.5-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libsepol/libsepol2_3.5-2build1_amd64.deb	302950	47272bab0c2fcc350431f9a8ae63afc49ce6d7e71e63c914639fbda6b1ca9f6a	apt-closure
libslirp0	4.7.0-1ubuntu3.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libslirp/libslirp0_4.7.0-1ubuntu3.1_amd64.deb	63830	4efa2d1c509de4d10fe965e86a3d864bf542996caf476d9111fd882c73857164	apt-closure
libsmartcols1	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/libsmartcols1_2.39.3-9ubuntu6.5_amd64.deb	65810	c0ab7426300c645ac84d195134143866bd0d6bd33831df3d63d5ab29994984ca	apt-closure
libspice-server1	0.15.1-1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/spice/libspice-server1_0.15.1-1build2_amd64.deb	349288	a31ce36aeb7cfd6251b6ce3dd37b0d4da7c1eb6b3ba943d882e39f9a38712eda	apt-closure
libsqlite3-0	3.45.1-1ubuntu2.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/sqlite3/libsqlite3-0_3.45.1-1ubuntu2.7_amd64.deb	701442	488511119cad001a00f7e00e597112cf743ccfbd3f7a03c82d66237e1bfd82c8	apt-closure
libss2	1.47.0-2.4~exp1ubuntu4.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/libss2_1.47.0-2.4%7eexp1ubuntu4.1_amd64.deb	16976	e3b6140b815970461c4312f1dc3d6b1f0d62d99f4ebe2ad087bffa630010035a	apt-closure
libssh-4	0.10.6-2ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libs/libssh/libssh-4_0.10.6-2ubuntu0.4_amd64.deb	190218	c8dcd54390e09aba855ec0565d22396dabe52896c47856cf040b9e1ad37d9ff9	apt-closure
libssl3t64	3.0.13-0ubuntu3.12	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/o/openssl/libssl3t64_3.0.13-0ubuntu3.12_amd64.deb	1942240	6a963adb1106fca567d24d4a1e5da0bad25de79ac2564cd1ba846e677e1c951b	apt-closure
libstdc++6	14.2.0-4ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14/libstdc%2b%2b6_14.2.0-4ubuntu2%7e24.04.1_amd64.deb	792064	a51f8de7829211db961a31f02158058ad1a95f92ac6d0a5dff6350e2821c54c0	apt-closure
libsubid4	1:4.13+dfsg1-4ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/shadow/libsubid4_4.13%2bdfsg1-4ubuntu3.2_amd64.deb	23442	ba97fd28c53560a8d2a2261e8f75a7ab4112535b12f9fe1d50970c30051da0da	apt-closure
libsystemd-shared	255.4-1ubuntu8.16	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/libsystemd-shared_255.4-1ubuntu8.16_amd64.deb	2075924	85e90811691fb98fdf0deee5796c086911763bcf7136623dbfa1a32770ea24ce	apt-closure
libsystemd0	255.4-1ubuntu8.16	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/libsystemd0_255.4-1ubuntu8.16_amd64.deb	431282	4e0725897956758878bba967502f22fcc7662636ca1d7e63f61af210e770f928	apt-closure
libtasn1-6	4.19.0-3ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libt/libtasn1-6/libtasn1-6_4.19.0-3ubuntu0.24.04.2_amd64.deb	44468	f82c9ad142f952ea523bda5bfca7bb0802af3a50b8c0f0dd9ec18cdfa104bde7	apt-closure
libtinfo6	6.4+20240113-1ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/ncurses/libtinfo6_6.4%2b20240113-1ubuntu2.1_amd64.deb	108044	768e43c268e1e49b8dae7a50ed4778d6db88688abf72fdf779641e124c8a9a0b	apt-closure
libudev1	255.4-1ubuntu8.16	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/libudev1_255.4-1ubuntu8.16_amd64.deb	177174	daab71b9b009bc72bddccecc1c2399ad0ef8151eb0421452fe03f39c23fb1412	apt-closure
libunistring5	1.1-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/libunistring/libunistring5_1.1-2build1.1_amd64.deb	535554	203d7657b5f54633fba1a9c9b784d556ef83c9f6787b3185ba55a88e07b865a3	apt-closure
libunwind8	1.6.2-3build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/libunwind/libunwind8_1.6.2-3build1.1_amd64.deb	55254	825cb8724bb6b3389587e30c03ab3381f56a2422cafe3b1945f37e055c65e942	apt-closure
liburcu8t64	0.14.0-3.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/liburcu/liburcu8t64_0.14.0-3.1build1_amd64.deb	62984	1e0545f27be0dd31bf017f277b13cac9a7857efef7324ca83527e3213e717181	apt-closure
liburing2	2.5-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/liburing/liburing2_2.5-1build1_amd64.deb	21092	c2aef62accee92a06263c3ad4ef46132c13e409b54296c44792a20491830a7b0	apt-closure
libusb-1.0-0	2:1.0.27-1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/libusb-1.0/libusb-1.0-0_1.0.27-1_amd64.deb	54008	d59e679a82ee2b724c556397e831e879936adbe8a007705872b65a5e1ec887b5	apt-closure
libusbredirparser1t64	0.13.0-2.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/usbredir/libusbredirparser1t64_0.13.0-2.1build1_amd64.deb	16508	78be9176f05512bcac369fcada499686b1dd34320965d27e3405c7aacbc4e461	apt-closure
libuuid1	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/libuuid1_2.39.3-9ubuntu6.5_amd64.deb	36058	2f801582b5f0e7cb0c2d3d3651193e69f4540ee3b7dcb6079a3562f0880b9edf	apt-closure
libuv1t64	1.48.0-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libu/libuv1/libuv1t64_1.48.0-1.1build1_amd64.deb	97288	72a1856b30af1e533494ab90742a2446f4491b15ddebcade6661a6e8d61b4359	apt-closure
libwrap0	7.6.q-33	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/tcp-wrappers/libwrap0_7.6.q-33_amd64.deb	47874	36118b862539868408ee056411d6e470068d14c46e5296b29bfb744770f5d2ce	apt-closure
libxtables12	1.8.10-3ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iptables/libxtables12_1.8.10-3ubuntu2_amd64.deb	35704	c94063499d1b0b336f39607107efb7de95d52a5d4e7e6a9368a5f7308f05b714	apt-closure
libxxhash0	0.8.2-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xxhash/libxxhash0_0.8.2-2build1_amd64.deb	24056	75de256c2d162dfc541beb69a83f025742cd13329262af9059eff3ca42a53239	apt-closure
libyaml-0-2	0.2.5-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/liby/libyaml/libyaml-0-2_0.2.5-1build1_amd64.deb	51492	f5271b120d936dcc7ddf17b9e718df41d55386a6075555d0c634925eaef0b2ac	apt-closure
libzstd1	1.5.5+dfsg2-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libz/libzstd/libzstd1_1.5.5%2bdfsg2-2build1.1_amd64.deb	299472	dfcf25061e07aad7efd3f4f880ba5ad4d4d09ebe7fc8cc77ab6b8a161d6d4727	apt-closure
linux-base	4.5ubuntu9+24.04.2	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux-base/linux-base_4.5ubuntu9%2b24.04.2_all.deb	19622	b6ea776f8a0b0ce788d8920b3d6a7843ac731ec12d41e6718da9294fdacff633	apt-closure
linux-headers-6.8.0-136	6.8.0-136.136	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-headers-6.8.0-136_6.8.0-136.136_all.deb	13653584	d73e62ccfac1f5f31d0a705130c812fcc8f7adb49721e35f0dc23986480c0747	apt-closure
linux-headers-6.8.0-136-generic	6.8.0-136.136	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-headers-6.8.0-136-generic_6.8.0-136.136_amd64.deb	3797134	0a2aa4733f304e2db054807ff04df4f6b70dbf6c0f286402c9a15f7efe36bd46	apt-closure
linux-image-6.8.0-136-generic	6.8.0-136.136	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux-signed/linux-image-6.8.0-136-generic_6.8.0-136.136_amd64.deb	14823870	1306ea6f91eeaddd1ffee48cb2afa535bd54ce420b1d8e2248bdfcbfb89eee8d	apt-closure
linux-modules-6.8.0-136-generic	6.8.0-136.136	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-modules-6.8.0-136-generic_6.8.0-136.136_amd64.deb	39188672	a59d490de9d55e24cf42a29283e31f8a0a0c388e22c1d2dafb572fb14156d26b	apt-closure
linux-modules-extra-6.8.0-136-generic	6.8.0-136.136	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-modules-extra-6.8.0-136-generic_6.8.0-136.136_amd64.deb	113438912	377379174dce62b4d2dcede88f43f70eb75caf0e37dab90b96800f171ebb8539	apt-closure
logsave	1.47.0-2.4~exp1ubuntu4.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/logsave_1.47.0-2.4%7eexp1ubuntu4.1_amd64.deb	22700	dba74a557ae28b51b5a5190aefeef611cbf989211b1814282d58a1c536f43b5b	apt-closure
lsb-base	11.6	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lsb/lsb-base_11.6_all.deb	4606	08a563e3c1984acdb295f12b77b4ec18d2ccf52fd03280a5bea29e506a3350ee	apt-closure
lshw	02.19.git.2021.06.19.996aaad9c7-2ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lshw/lshw_02.19.git.2021.06.19.996aaad9c7-2ubuntu0.24.04.1_amd64.deb	334294	fd431d5eb27fea7f8fa1048f76e0d9cc2969cf307f7e84848ad02b81a2d8b580	apt-closure
lvm2	2.03.16-3ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lvm2/lvm2_2.03.16-3ubuntu3.2_amd64.deb	1186438	6333e7396390aae125153e42148a57818461db8b6b8784db11b707df831ab61c	apt-closure
media-types	10.1.0	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/media-types/media-types_10.1.0_all.deb	27474	31bfb7eec55ab6d34a50ba995150e1498d4cb897714085d8025e330d3b529747	apt-closure
mount	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/mount_2.39.3-9ubuntu6.5_amd64.deb	118262	84d1eeed7c94f51165c1fe9e19aa6bafdc0629d35337efd92827c260c2a7be02	apt-closure
msr-tools	1.3-5build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/msr-tools/msr-tools_1.3-5build1_amd64.deb	9610	aa668bd5e23e3f703518eec2e52fffd6275c897ba84ef8a34ef646ac4dde32f4	apt-closure
netbase	6.4	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/netbase/netbase_6.4_all.deb	13112	8cdbc9c3dca01e660759bf9d840f72e45ac72faf5d19ca1faecacaf6a60c1a87	apt-closure
nftables	1.0.9-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nftables/nftables_1.0.9-1ubuntu0.1_amd64.deb	69842	d648859fccde3c17b8b9b89993427564f91f394a39306db1f67bd5ea3ac42c6e	apt-closure
openssl	3.0.13-0ubuntu3.12	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/o/openssl/openssl_3.0.13-0ubuntu3.12_amd64.deb	1002894	321b30ad5a1c3783cb3d73ae439f824f6d3874d76a93a62f4a984959b490aa7b	apt-closure
ovmf	2024.02-2ubuntu0.9	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/edk2/ovmf_2024.02-2ubuntu0.9_all.deb	5187470	a094c13d06f2740691ff57d108dff32aa087179363ddb0de42d463b4f7f9bc13	apt-closure
parted	3.6-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/parted/parted_3.6-4build1_amd64.deb	43322	5029269a0aee1b5d94dff101fcb3cc4832625668213d05d9029b342734bd0158	apt-closure
passwd	1:4.13+dfsg1-4ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/shadow/passwd_4.13%2bdfsg1-4ubuntu3.2_amd64.deb	844580	139b51228c8065eefa3051f649d8480eb986f1cf629448e49d2eaf9813318412	apt-closure
pci.ids	0.0~2024.03.31-1ubuntu0.1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pci.ids/pci.ids_0.0%7e2024.03.31-1ubuntu0.1_all.deb	275208	1b8e5abfbd8d38c66cee2ecb843b26413d0a80e2844d2dbabf0197ab3dee9168	apt-closure
perl	5.38.2-3.2ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/perl/perl_5.38.2-3.2ubuntu0.3_amd64.deb	231438	d1c28b1b9b1389a5689d19cc20fb2470d087db2538327371e1c8c7515ef0a041	apt-closure
perl-base	5.38.2-3.2ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/perl/perl-base_5.38.2-3.2ubuntu0.3_amd64.deb	1827466	d6032f2e6e065dfa8785ec913bb2faf9019fff51965ae6f15d7a7aadf8f5ab3f	apt-closure
perl-modules-5.38	5.38.2-3.2ubuntu0.3	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/perl/perl-modules-5.38_5.38.2-3.2ubuntu0.3_all.deb	3110248	c552fd5fae100049d0a59b681e7896887ec72656dd774deacbdd498189d7432d	apt-closure
pinentry-curses	1.2.1-3ubuntu5	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pinentry/pinentry-curses_1.2.1-3ubuntu5_amd64.deb	35244	d3df9109d1e8e4ca05630f3a6fb7d2231f71d97fc4205d0681e1c421cc77ce41	apt-closure
python3	3.12.3-0ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3-defaults/python3_3.12.3-0ubuntu2.1_amd64.deb	23004	e691b9cc40841c41bbdc50bd794c876cb1b1801306ea27b06e9a1458180df1e9	apt-closure
python3-apparmor	4.0.1really4.0.1-0ubuntu0.24.04.7	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/a/apparmor/python3-apparmor_4.0.1really4.0.1-0ubuntu0.24.04.7_all.deb	84522	8298f0c9ad2144dae70b50083f40f8f002b4e1a137a7f7b553ea33efa5786373	apt-closure
python3-libapparmor	4.0.1really4.0.1-0ubuntu0.24.04.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/a/apparmor/python3-libapparmor_4.0.1really4.0.1-0ubuntu0.24.04.7_amd64.deb	30138	697ecd51b47fd9efa3fb8c168a6477d8a041c96cf08a22f0ab1634faa5a347ec	apt-closure
python3-minimal	3.12.3-0ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3-defaults/python3-minimal_3.12.3-0ubuntu2.1_amd64.deb	27442	9ba5dd55cdcf6121c147dc5cb87403169b5933e3a56da0de57774f2ce819cf06	apt-closure
python3-yaml	6.0.1-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pyyaml/python3-yaml_6.0.1-2build2_amd64.deb	122568	315e59500af855f23ee4e95525b99009bd798c4d2658af8eb4b2d66a8a91ec23	apt-closure
python3.12	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/python3.12_3.12.3-1ubuntu0.15_amd64.deb	650708	d02d1769ca198be054f74fab22dc46299b4994c9c00bfdd6352938402e5eed1f	apt-closure
python3.12-minimal	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/python3.12-minimal_3.12.3-1ubuntu0.15_amd64.deb	2334180	487383dc2a895e0a767d820e0e55f2ab7d6ebe4dccd3d2c0b81f00ee11bb1152	apt-closure
qemu-system-common	1:8.2.2+ds-0ubuntu1.17	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/q/qemu/qemu-system-common_8.2.2%2bds-0ubuntu1.17_amd64.deb	1255330	b527f5a7f0feb4488fd0a2d6edb8d0d76e57776d711d6573ccf3a19b5c860bee	apt-closure
qemu-system-data	1:8.2.2+ds-0ubuntu1.17	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/q/qemu/qemu-system-data_8.2.2%2bds-0ubuntu1.17_all.deb	1796224	88ce96c466441375a299a4b643c6c6e2ff2f2d7fb7e138d09c3e03ab87edc099	apt-closure
qemu-system-x86	1:8.2.2+ds-0ubuntu1.17	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/q/qemu/qemu-system-x86_8.2.2%2bds-0ubuntu1.17_amd64.deb	11222750	ab6a19eb0a69666466384ae4d5afcba3cb672fad7a0a2e35ae6409be52f90d19	apt-closure
qemu-utils	1:8.2.2+ds-0ubuntu1.17	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/q/qemu/qemu-utils_8.2.2%2bds-0ubuntu1.17_amd64.deb	2222170	8c46c01e8d2e020d1f2f64b98a4b104e0566fb09d4bfa5b3409addba2f155227	apt-closure
readline-common	8.2-4build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/readline/readline-common_8.2-4build1_all.deb	56484	879bfd7f8a9bc4c0f7cdc777cdd8bc6de5f8c4a2ac80c060322a1b22f13504bb	apt-closure
rsync	3.2.7-1ubuntu1.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/r/rsync/rsync_3.2.7-1ubuntu1.5_amd64.deb	442954	8f952895697d19a6f1caa71f17c7d4e8c1f1fb485eb824ffe3e4c77dd587b338	apt-closure
seabios	1.16.3-2	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/seabios/seabios_1.16.3-2_all.deb	174648	cac4e59a66c834d19cae751c22ab3a0391c22f78010fd11aa2e3fe630e6bc0e0	apt-closure
sed	4.9-2ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/sed/sed_4.9-2ubuntu0.24.04.1_amd64.deb	193590	5406c0950df2653be3d4acaf9f169c51d30cf4a617b63423e64d2853b0d72b5c	apt-closure
socat	1.8.0.0-4ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/socat/socat_1.8.0.0-4ubuntu0.1_amd64.deb	374324	46e854289b6b1c97e28be5d9293bea61e8633d00d6a65d9513f019c7232696fe	apt-closure
squashfs-tools	1:4.6.1-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/squashfs-tools/squashfs-tools_4.6.1-1build1_amd64.deb	189326	87fae263846bab255d4a51ad9fc623685497ad830db60758dde39589c9fdadcb	apt-closure
systemd	255.4-1ubuntu8.16	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/systemd_255.4-1ubuntu8.16_amd64.deb	3474950	07556c25437a2a33a08d1b85f7c4cd6f0f8db4e6a0f871ff960e981c20b1324f	apt-closure
systemd-dev	255.4-1ubuntu8.16	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/systemd/systemd-dev_255.4-1ubuntu8.16_all.deb	106408	5101b12b0ac1a29ae213335138627530fa2c0b4f554f68f1b84fdb7a57ba540f	apt-closure
systemd-zram-generator	1.1.2-3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/r/rust-zram-generator/systemd-zram-generator_1.1.2-3_amd64.deb	351698	b04e64dac1285e0ae433ee6f3cb56b56a48380b15d522139595142ddaaa806d7	apt-closure
sysvinit-utils	3.08-6ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/s/sysvinit/sysvinit-utils_3.08-6ubuntu3_amd64.deb	34170	03cf5c9c28a5d186fb7f5214e464f831ff28177695cbb61e66083237267a047e	apt-closure
tar	1.35+dfsg-3ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/tar/tar_1.35%2bdfsg-3ubuntu0.4_amd64.deb	256392	fdf41a87936824e50c8ac11b0b22d1395aeb0754feef2dae5575b5d5a93793ec	apt-closure
thin-provisioning-tools	0.9.0-2ubuntu5.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/thin-provisioning-tools/thin-provisioning-tools_0.9.0-2ubuntu5.1_amd64.deb	435754	c7fed85c84eb2a950cee181b8b7f6f0be1541b44ddae4d0e827f77d6d417d647	apt-closure
tzdata	2026c-0ubuntu0.24.04.1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/tzdata/tzdata_2026c-0ubuntu0.24.04.1_all.deb	279816	ef12c9ef81905b5ac558504b2f8c20da9be5f28861020b3fb5e8b15fb3fae2f6	apt-closure
