package	version	architecture	source	package_url	size	sha256	requested_by
libpathplan4	2.42.2-9ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/graphviz/libpathplan4_2.42.2-9ubuntu0.1_amd64.deb	23992	8cff70c607271662df4719d2e2848731d8f23ab9108e79404066a6f93af9fd23	apt-closure
libpcap0.8t64	1.10.4-4.1ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpcap/libpcap0.8t64_1.10.4-4.1ubuntu3_amd64.deb	151326	62e3379edd4b8cf748f2a1260c96f54dd2074ae4f956bd2b444440d62c0b5d2a	apt-closure
libpci3	1:3.10.0-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pciutils/libpci3_3.10.0-2build1_amd64.deb	36458	8e281ca777649e78755b064cb7ce0646a1cff6bede7e765ddc61f8bd1fb4e723	apt-closure
libpciaccess0	0.17-3ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpciaccess/libpciaccess0_0.17-3ubuntu0.24.04.2_amd64.deb	18940	c0d818c0ebb2e61f4c0d75f532a8f2e1a48289fe1132f4936c790ed0fa164883	apt-closure
libpcre2-16-0	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-16-0_10.42-4ubuntu2.1_amd64.deb	210092	06bba768fd16e6ea6f744114a0c500d9f5d98ee82630edf0d8a54f2175d3921b	apt-closure
libpcre2-32-0	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-32-0_10.42-4ubuntu2.1_amd64.deb	197092	30f899441a422ae478426cc29871223cc9e37ef10b758acf807df52b417bfc5f	apt-closure
libpcre2-8-0	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-8-0_10.42-4ubuntu2.1_amd64.deb	226662	110a797a57673d3ee497a141cf988199258058c57525799c63194d81822529a0	apt-closure
libpcre2-dev	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-dev_10.42-4ubuntu2.1_amd64.deb	736314	933ac2723142126b6e01b588803dc6fa15a26205468524548e14af3cd48027e9	apt-closure
libpcre2-posix3	10.42-4ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcre2/libpcre2-posix3_10.42-4ubuntu2.1_amd64.deb	6748	8660cea205a97cf6a97a5b7a0d601c2549f6d44d5083417eb2bbfcb9f137ee5f	apt-closure
libpcsclite1	2.0.3-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pcsc-lite/libpcsclite1_2.0.3-1build1_amd64.deb	21432	703bacc9204a7ecc24486ac8c96d15d0b9e2c91c385388e132ad4fd8f56f035a	apt-closure
libperl5.38t64	5.38.2-3.2ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/perl/libperl5.38t64_5.38.2-3.2ubuntu0.3_amd64.deb	4875624	34a46ac768011622bf432873b5c9f53cfe333449602721bc12caadc0e7d1adce	apt-closure
libpfm4	4.13.0+git32-g0d4ed0e-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libp/libpfm4/libpfm4_4.13.0%2bgit32-g0d4ed0e-1_amd64.deb	413816	037cdd0aad754b70df1df39aae34a9f857daa78fdfa132673b476c256e33ad52	apt-closure
libpgm-5.3-0t64	5.3.128~dfsg-2.1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libp/libpgm/libpgm-5.3-0t64_5.3.128%7edfsg-2.1build1_amd64.deb	166620	9382625866a207b3da34f541799d10203a5693e5928c8d08f6d10be1c545d0a5	apt-closure
libpipeline1	1.5.7-2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpipeline/libpipeline1_1.5.7-2_amd64.deb	23586	dcc1fa7ff2fa7c264a7de6fec3ddf673bed5819d92ee29c03cb9759822f67876	apt-closure
libpixman-1-0	0.42.2-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pixman/libpixman-1-0_0.42.2-1build1_amd64.deb	279306	d9c2931c4c424615eeab9dd5ae08bfc608b84e803c1d3ccddf319270db213421	apt-closure
libpkgconf3	1.8.1-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pkgconf/libpkgconf3_1.8.1-2build1_amd64.deb	30652	fc3a57e8f931ec06cb7c51acc56878f1fec247ff02a7adcab26905c2faeb2792	apt-closure
libplacebo338	6.338.2-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libp/libplacebo/libplacebo338_6.338.2-2build1_amd64.deb	2654026	9c173df229673887df3cce7d4a26de15f7477a62cd1391f9a88c346018ecad1f	apt-closure
libplexus-cipher-java	2.0-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-cipher/libplexus-cipher-java_2.0-1_all.deb	14702	4eac57cbce50ed3acb2cea763e02a129d74de8d002d8ff404806d03dcb5ef6fb	apt-closure
libplexus-classworlds-java	2.7.0-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-classworlds/libplexus-classworlds-java_2.7.0-1_all.deb	50038	0a9fce327248e5f98a883ffe541425b1a6e0c1346b3a1e63331324f5f902bfb4	apt-closure
libplexus-component-annotations-java	2.1.1-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-containers/libplexus-component-annotations-java_2.1.1-1_all.deb	6550	b43935bd74efb799ab70b5f5206f6ef2862d287c28362bc17811857cf52d1834	apt-closure
libplexus-container-default-java	2.1.1-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-containers/libplexus-container-default-java_2.1.1-1_all.deb	190776	a44c542ea1040542955a01d1851bc0bd0aa2953fef9e8e67672d57dcb4acdf7c	apt-closure
libplexus-interpolation-java	1.26-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-interpolation/libplexus-interpolation-java_1.26-1_all.deb	76828	8bbe8d3f02b403d24fe0255209701cbb60095d61e2144eee58844e5441239eb8	apt-closure
libplexus-sec-dispatcher-java	2.0-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-sec-dispatcher/libplexus-sec-dispatcher-java_2.0-3_all.deb	28122	c82af0384ed521e1de6542ae28469c5a7379c83debbaa2f5218484b089ed95b3	apt-closure
libplexus-utils2-java	3.4.2-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/plexus-utils2/libplexus-utils2-java_3.4.2-1_all.deb	256428	b323171e35c333c695e8fa1a4a4f4e00e2241a5c83d14b1fe40ecc58b91abeae	apt-closure
libpmem1	1.13.1-1.1ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pmdk/libpmem1_1.13.1-1.1ubuntu2_amd64.deb	84760	8f1be1cc834a98f0cf5c0950153f7f939a0c2c92095e98cd7bb40c752c545c1b	apt-closure
libpmix2t64	5.0.1-4.1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/pmix/libpmix2t64_5.0.1-4.1build1_amd64.deb	697360	54874f3e936e9862c2fdc2785a61e6e7220739228f911c150d41dffd788bedd0	apt-closure
libpng-dev	1.6.43-5ubuntu0.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpng1.6/libpng-dev_1.6.43-5ubuntu0.6_amd64.deb	264814	5dc18bc99a592bd21f26a4efec92e56dd05a7e95aad9eee588697cf8965faca1	apt-closure
libpng16-16t64	1.6.43-5ubuntu0.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpng1.6/libpng16-16t64_1.6.43-5ubuntu0.6_amd64.deb	188776	ac0163f58b8aa52dfdd17cdc10a83f3db084cb91a62686023f5c983d6ff89f8b	apt-closure
libpocketsphinx3	0.8.0+real5prealpha+1-15ubuntu5	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/pocketsphinx/libpocketsphinx3_0.8.0%2breal5prealpha%2b1-15ubuntu5_amd64.deb	132898	26987384225666ec8d065fa05e484be9cd5967e28ac3bda20d1f818617e2b930	apt-closure
libpolyglot-maven-java	0.8~tobrien+git20120905-10	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/polyglot-maven/libpolyglot-maven-java_0.8%7etobrien%2bgit20120905-10_all.deb	74952	639a6c21b150373a0ee75c60b6a46549f36dd21140f1b26e45636f1fc572f391	apt-closure
libpoppler-dev	24.02.0-1ubuntu9.9	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/poppler/libpoppler-dev_24.02.0-1ubuntu9.9_amd64.deb	5204	5c36b5cdacdf7c0e7469c79d6eb62c42c649908cd9852e9adf413854c332566b	apt-closure
libpoppler-glib8t64	24.02.0-1ubuntu9.9	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/poppler/libpoppler-glib8t64_24.02.0-1ubuntu9.9_amd64.deb	156546	2446a35b869e71eb373465d587569e257ddff83e2807d7a2c4a3e525ade6ea4c	apt-closure
libpoppler-private-dev	24.02.0-1ubuntu9.9	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/poppler/libpoppler-private-dev_24.02.0-1ubuntu9.9_amd64.deb	196956	7702b01c9a53a9cb1e0c3a344f51913a56988eff29462cfa3a87af9981c59488	apt-closure
libpoppler134	24.02.0-1ubuntu9.9	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/poppler/libpoppler134_24.02.0-1ubuntu9.9_amd64.deb	1117706	841aa0086bbd83cc3f20a69882e65b656e483c05e1393aa32452093723554457	apt-closure
libpopt0	1.19+dfsg-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/popt/libpopt0_1.19%2bdfsg-1build1_amd64.deb	28562	b3e7ea5192e57c847b77c527d51f5b8d4bce47988d2ba326a5c3193f6d173ded	apt-closure
libpostproc57	7:6.1.1-3ubuntu5	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/ffmpeg/libpostproc57_6.1.1-3ubuntu5_amd64.deb	49884	f0984bf6bff85dc29a44f650841b01a0594775f628b7a4bf5dd45d85d82cb2a7	apt-closure
libpotrace0	1.16-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/potrace/libpotrace0_1.16-2build1_amd64.deb	17690	765c67eef469d172a9723f288fd88775133c59e26e1c91bc45ace49f04a2ffb2	apt-closure
libpq-dev	16.14-0ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/postgresql-16/libpq-dev_16.14-0ubuntu0.24.04.1_amd64.deb	152208	d5df47c1f84261866d1e4fcfcdebc2c65317ee788ff8aa1caa53661625e12d8b	apt-closure
libpq5	16.14-0ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/postgresql-16/libpq5_16.14-0ubuntu0.24.04.1_amd64.deb	147004	a7000b8261d2139cb4a34dcb1e5a04e53ccea175e68499088401e40d5ae3c609	apt-closure
libproc2-0	2:4.0.4-4ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/procps/libproc2-0_4.0.4-4ubuntu3.2_amd64.deb	59454	52684291f6bb77a0a72c893f5c00c0742c30105d93e1f885566f4521b1f97946	apt-closure
libproj-dev	9.4.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/proj/libproj-dev_9.4.0-1build2_amd64.deb	75938	81e53a5f96c4687b545561d32b15ca64cccc21e0ec503964c192cd6a352b9834	apt-closure
libproj25	9.4.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/proj/libproj25_9.4.0-1build2_amd64.deb	1395736	d98af14c3b9db02e4216437005a36f4ecdf52b2935038f380f63969164216410	apt-closure
libprotobuf32t64	3.21.12-8.2ubuntu0.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/protobuf/libprotobuf32t64_3.21.12-8.2ubuntu0.3_amd64.deb	922638	0b0dd45060288fbe5505b4b3c86e6222d6f4214574f653b2a7d0bbe72d5c6d87	apt-closure
libproxy1v5	0.5.4-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libproxy/libproxy1v5_0.5.4-4build1_amd64.deb	26508	4fa847fdf40dfaf198d94b1534bbc616410647dd917bca95bd28aba79d3796ba	apt-closure
libpsl5t64	0.21.2-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libp/libpsl/libpsl5t64_0.21.2-1.1build1_amd64.deb	57072	a6c85d1303ae90b6a3209d73c4f047f82c27cdc963c48adfd95dd7abca64f039	apt-closure
libpsm-infinipath1	3.3+20.604758e7-6.3build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/i/infinipath-psm/libpsm-infinipath1_3.3%2b20.604758e7-6.3build1_amd64.deb	178148	56e190ab22563014ed60bf9c15e20a46949dda21284ff32a5e5354addde6c6bc	apt-closure
libpsm2-2	11.2.185-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libp/libpsm2/libpsm2-2_11.2.185-2build1_amd64.deb	193594	ff1c78b8feda2bb3537a8a2e93d5266be76c0c172b9e52dddc98509b7e18c420	apt-closure
libptexenc1	2023.20230311.66589-9build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/t/texlive-bin/libptexenc1_2023.20230311.66589-9build3_amd64.deb	40380	0cd4246088e08de8b6eb22fed5e77f65910abd54313e88c7b1e36d6ef1775b76	apt-closure
libpugixml1v5	1.14-0.1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/pugixml/libpugixml1v5_1.14-0.1build1_amd64.deb	91886	b80a2e82b4e4a2eab679e23fe329b5e08e6e0ef1478719bb59f9b9b3ce2c47ee	apt-closure
libpulse0	1:16.1+dfsg1-2ubuntu10.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/pulseaudio/libpulse0_16.1%2bdfsg1-2ubuntu10.1_amd64.deb	292098	b8d52aa6c2f74ae99e749c9f98d6ad2dbf924fd422371ac469725245cdd919fc	apt-closure
libpystring0	1.1.4-1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/p/pystring/libpystring0_1.1.4-1build1_amd64.deb	28358	c2a576c9d611bfced44dedcbf03915adeecb45deadd7cd7270158ca8a7b5ea66	apt-closure
libpython3-dev	3.12.3-0ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3-defaults/libpython3-dev_3.12.3-0ubuntu2.1_amd64.deb	10350	604cb603935cd24825b027e6e5475153f441fc974789cccce5f3fd7a5e0893fe	apt-closure
libpython3-stdlib	3.12.3-0ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3-defaults/libpython3-stdlib_3.12.3-0ubuntu2.1_amd64.deb	10080	57ebb378c59d2f9ef479bee0abc933c560878cc10e2c3af8e05d6fdb2ed63da4	apt-closure
libpython3.12-dev	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12-dev_3.12.3-1ubuntu0.15_amd64.deb	5682578	ab00830dd4344f910acf410c671377841906f2cee8ebb4bf91044d64c77a50d0	apt-closure
libpython3.12-minimal	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12-minimal_3.12.3-1ubuntu0.15_amd64.deb	838706	5d16abf75f5a517c7e68dfbe888ddb40aa95d3b4445b1c223ec5ea23d2b01051	apt-closure
libpython3.12-stdlib	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12-stdlib_3.12.3-1ubuntu0.15_amd64.deb	2070602	47c3b48809d392570e827cb3cdeacdf750af39fc36619c83337e28cbffea791c	apt-closure
libpython3.12t64	3.12.3-1ubuntu0.15	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/p/python3.12/libpython3.12t64_3.12.3-1ubuntu0.15_amd64.deb	2339412	403683f2f773455bfac9ef0c830facbdb6801f616436054dad691ccfd00b4a30	apt-closure
libqdox-java	1.12.1-3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qdox/libqdox-java_1.12.1-3_all.deb	171642	102f1547bcf71dc14e8a1ee5e59dfee56c6d8120c519af3d5e2fd7b8ee713d9a	apt-closure
libqhull-dev	2020.2-6build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qhull/libqhull-dev_2020.2-6build1_amd64.deb	495684	6c7b3cd4a786ec55dd180fe52e01d9e4a0777af11b3ecb301390476bf462580d	apt-closure
libqhull-r8.0	2020.2-6build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qhull/libqhull-r8.0_2020.2-6build1_amd64.deb	192772	5b569643ef0cf284ccd7b81cd1bcbce820dd33deb02b1edede5287fd24c53bec	apt-closure
libqhull8.0	2020.2-6build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qhull/libqhull8.0_2020.2-6build1_amd64.deb	192122	810abec05015f72335a3529e6308960bb769d37baba30cf55d0f8911ace99d1c	apt-closure
libqhullcpp8.0	2020.2-6build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qhull/libqhullcpp8.0_2020.2-6build1_amd64.deb	51692	115065b01c13e2bb5af11e81157e4c197b71f919ab9f29ba53d89f80ecac5de3	apt-closure
libqpdf29t64	11.9.0-1.1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/q/qpdf/libqpdf29t64_11.9.0-1.1ubuntu0.1_amd64.deb	797722	8ffa418e72ab62013d7bd97b737f6eac8311853e50e4972b3db414c6fdbab445	apt-closure
libqscintilla2-qt5-15	2.14.1+dfsg-1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qscintilla2/libqscintilla2-qt5-15_2.14.1%2bdfsg-1build3_amd64.deb	1154100	9ef9062b203e23c05c666a69fea484d16007fb19949965f513e586f792dbd41f	apt-closure
libqscintilla2-qt5-l10n	2.14.1+dfsg-1build3	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qscintilla2/libqscintilla2-qt5-l10n_2.14.1%2bdfsg-1build3_all.deb	56418	12ba71180c3c581c6341e0d7a69dd78a4ccffa0cba7740995ba02d0743a3dc35	apt-closure
libqt5core5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5core5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	2010540	8fb5c6a51ae436fefc41e0c9ad7a363ba8ab6b35db727eff5a469de2ee9f52bc	apt-closure
libqt5dbus5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5dbus5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	219892	c40a1469d41339bb8888f35d7dc6327d4bdd634b69974eaaaabe1b03f8924344	apt-closure
libqt5gamepad5	5.15.13-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtgamepad-everywhere-src/libqt5gamepad5_5.15.13-1_amd64.deb	61172	7ea731b02f9bc68864f7bdca8d76a39ed2b2919501bf711f727ae625e08a58b1	apt-closure
libqt5gui5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5gui5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	3747576	e2c8a969c3566bdad2b692c611ec0e6bbeaeed88db55e71bbd4f61a414b89252	apt-closure
libqt5multimedia5	5.15.13-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtmultimedia-opensource-src/libqt5multimedia5_5.15.13-1_amd64.deb	310254	cb22a460fbc861fdd1177f2f25037b5cb9fa6c345bfc3e429fed962047a098ce	apt-closure
libqt5network5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5network5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	722778	1b331252a34b1eb66e6deb8012d45db993fe3eb27ac6ded4978c7886471659d6	apt-closure
libqt5opengl5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5opengl5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	149804	0acf8e74e969c217338eabc5fed2a2b3b40cd3001db99029b0ea4b628c810d27	apt-closure
libqt5printsupport5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5printsupport5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	208366	7576b79215515f2a126da74d5542ed7769974d8e96069c7fd68a4f44e56b538e	apt-closure
libqt5test5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5test5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	147612	7f54b1e54ccf730a4118e3b41004d4f7c6f4ef2e705d513583ef543a35d6caff	apt-closure
libqt5widgets5t64	5.15.13+dfsg-1ubuntu1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/q/qtbase-opensource-src/libqt5widgets5t64_5.15.13%2bdfsg-1ubuntu1_amd64.deb	2560968	bdcb4395194d5062fcbda9ba70ae6d4deef75671d70140543d58ef34728dff53	apt-closure
libquadmath0	14.2.0-4ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14/libquadmath0_14.2.0-4ubuntu2%7e24.04.1_amd64.deb	153316	dc8f0ca542e09d662f29370c8393c016440dd4bc5c996c5fcc19f632b63ce3b0	apt-closure
librabbitmq4	0.11.0-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libr/librabbitmq/librabbitmq4_0.11.0-1ubuntu0.1_amd64.deb	37842	362ba3da304edaacd272e86aa9d88f855b6c8ed86316c15196207e4419a36a13	apt-closure
